ID	Family	Genus	Species	Part	Unnamed: 5	is_approximate_match	is_synonym	matched_name	nomenclature_code	score	search_string	taxon.flags	taxon.is_suppressed	taxon.is_suppressed_from_synth	taxon.name	taxon.ott_id	taxon.rank	taxon.source	taxon.synonyms	taxon.tax_sources	taxon.unique_name	_merge
Avicennia germinans|L	verbenaceae	Avicennia	avicennia germinans	L		False	False	Avicennia germinans	ICN	1.0	avicennia germinans	[]	False	False	Avicennia germinans	582599.0	species	ott3.5draft1	['Avicennia africana', 'Avicennia elliptica', 'Avicennia floridana', 'Avicennia germinans aberrans', 'Avicennia germinans brasiliensis', 'Avicennia germinans cumanensis', 'Avicennia germinans guayaquilensis', 'Avicennia germinans venezuelensis', 'Avicennia lamarckiana', 'Avicennia meyeri', 'Avicennia nitida', 'Avicennia nitida trinitensis', 'Avicennia oblongifolia', 'Avicennia officinalis lanceolata', 'Avicennia officinalis nitida', 'Avicennia tomentosa', 'Avicennia tomentosa campechensis', 'Avicennia tomentosa cumanensis', 'Avicennia tomentosa guayaquilensis', 'Bontia germinans', 'Hilairanthus nitidus', 'Hilairanthus tomentosus', 'non Avicennia germinans (L.) Stearn, nom. illeg.']	['ncbi:41378', 'worms:235037', 'gbif:8837654', 'gbif:2925400', 'irmng:10718746', 'irmng:10201953']	Avicennia germinans	both
Castilleja talamancensis|WP	scrophulariaceae	Castilleja	castilleja talamancensis	WP		False	False	Castilleja talamancensis	ICN	1.0	castilleja talamancensis	[]	False	False	Castilleja talamancensis	6087966.0	species	ott3.5draft1	[]	['gbif:3734734']	Castilleja talamancensis	both
Senecio andicola|AE	asteraceae	Senecio	senecio andicola	AE		False	True	Senecio andicola	ICN	1.0	senecio andicola	[]	False	False	Monticalia andicola	7608583.0	species	ott3.5draft1	['Monticalia andicola andicola', 'Pentacalia andicola', 'Pentacalia andicola andicola', 'Senecio andicola', 'Senecio andicola andicola']	['gbif:3111141']	Monticalia andicola	both
Chusquea subtessellata|AE	poaceae	Chusquea	chusquea subtessellata	AE		False	False	Chusquea subtessellata	ICN	1.0	chusquea subtessellata	[]	False	False	Chusquea subtessellata	426543.0	species	ott3.5draft1	['Swallenochloa subtessellata']	['ncbi:47440', 'gbif:4128591']	Chusquea subtessellata	both
Jamesonia scammanae|WP	pteridaceae	Jamesonia	jamesonia scammanae	WP		False	True	Jamesonia scammanae	ICN	1.0	jamesonia scammanae	[]	False	False	Jamesonia scammaniae	823949.0	species	ott3.5draft1	['Jamesonia scammanae']	['ncbi:170603', 'gbif:5566242']	Jamesonia scammaniae	both
Puya dasylirioides|WP	bromeliaceae	Puya	puya dasylirioides	WP		False	False	Puya dasylirioides	ICN	1.0	puya dasylirioides	[]	False	False	Puya dasylirioides	1040463.0	species	ott3.5draft1	[]	['ncbi:693555', 'gbif:2696194']	Puya dasylirioides	both
Chaetolepis cufodontisii|WP	melastomataceae	Chaetolepis	chaetolepis cufodontisii	WP		False	False	Chaetolepis cufodontisii	ICN	1.0	chaetolepis cufodontisii	['sibling_higher']	False	False	Chaetolepis cufodontisii	123428.0	species	ott3.5draft1	[]	['ncbi:1160541', 'gbif:3869677']	Chaetolepis cufodontisii	both
Calceolaria irazuensis|WP	scrophulariaceae	Calceolaria	calceolaria irazuensis	WP		False	False	Calceolaria irazuensis	ICN	1.0	calceolaria irazuensis	[]	False	False	Calceolaria irazuensis	6071950.0	species	ott3.5draft1	['Calceolaria costaricensis']	['gbif:8105442']	Calceolaria irazuensis	both
Prosopis juliflora|AE	fabaceae/mim.	Prosopis	prosopis juliflora	AE		False	False	Prosopis juliflora	ICN	1.0	prosopis juliflora	[]	False	False	Prosopis juliflora	332948.0	species	ott3.5draft1	['Acacia cumanensis', 'Acacia juliflora', 'Acacia salinarum', 'Algarobia juliflora', 'Desmanthus salinarum', 'Mimosa juliflora', 'Mimosa piliflora', 'Mimosa salinarum', 'Neltuma bakeri', 'Neltuma juliflora', 'Neltuma occidenatlis', 'Neltuma occidentalis', 'Neltuma pallescens', 'Prosopis bracteolata', 'Prosopis cumanensis', 'Prosopis domingensis', 'Prosopis dulcis domingensis', 'Prosopis horrida', 'Prosopis inermis', 'Prosopis vidaliana']	['ncbi:13230', 'gbif:5358460', 'irmng:10580013']	Prosopis juliflora	both
Quassia amara|WP	simaroubaceae	Quassia	quassia amara	WP		False	False	Quassia amara	ICN	1.0	quassia amara	[]	False	False	Quassia amara	708243.0	species	ott3.5draft1	['Quassia alatifolia', 'Quassia amara amara', 'Quassia amara grandiflora', 'Quassia amara paniculata', 'Quassia crocea', 'Quassia officinalis']	['ncbi:43725', 'gbif:3190647', 'irmng:11122393']	Quassia amara	both
Picramnia latifolia|L	simaroubaceae	Picramnia	picramnia latifolia	L		False	False	Picramnia latifolia	ICN	1.0	picramnia latifolia	[]	False	False	Picramnia latifolia	972695.0	species	ott3.5draft1	['Picramnia cooperi', 'Picramnia eosina', 'Picramnia longissima', 'Picramnia macrostachys', 'Picramnia umbrosa']	['ncbi:681474', 'gbif:3708918']	Picramnia latifolia	both
Xylopia frutescens|AE	annonaceae	Xylopia	xylopia frutescens	AE		False	False	Xylopia frutescens	ICN	1.0	xylopia frutescens	[]	False	False	Xylopia frutescens	76994.0	species	ott3.5draft1	['Diospyros xylopioides', 'Xylopia meridensis', 'Xylopia polyantha nicaraguensis', 'Xylopia setosa', 'Xylopicrum frutescens']	['ncbi:306916', 'gbif:3157107', 'irmng:10206289']	Xylopia frutescens	both
Dalbergia brownei|WP	fabaceae/pap.	Dalbergia	dalbergia brownei	WP		False	False	Dalbergia brownei	ICN	1.0	dalbergia brownei	[]	False	False	Dalbergia brownei	3926697.0	species	ott3.5draft1	['Amerimnon brownei', 'Amerimnon brownii', 'Dalbergia amerimnum']	['worms:418693', 'gbif:2968600', 'irmng:10166968']	Dalbergia brownei	both
Amphitecna latifolia|L	bignoniaceae	Amphitecna	amphitecna latifolia	L		False	False	Amphitecna latifolia	ICN	1.0	amphitecna latifolia	[]	False	False	Amphitecna latifolia	167685.0	species	ott3.5draft1	['Amphitecna obovata', 'Crescentia coriacea', 'Crescentia cucurbitifera', 'Crescentia cucurbitina', 'Crescentia cucurbitina heterophylla', 'Crescentia cuspidata', 'Crescentia elongata', 'Crescentia latifolia', 'Crescentia lethifera', 'Crescentia obovata', 'Crescentia ovata', 'Crescentia palustris', 'Crescentia toxicaria', 'Dendrosicus latifolius', 'Dendrosicus saxatilis', 'Enallagma cucurbitina', 'Enallagma latifolia', 'Enallagma obovata']	['ncbi:429681', 'gbif:3172583', 'irmng:10455847']	Amphitecna latifolia	both
Neonicholsonia watsonii|L	arecaceae	Neonicholsonia	neonicholsonia watsonii	L		False	False	Neonicholsonia watsonii	ICN	1.0	neonicholsonia watsonii	[]	False	False	Neonicholsonia watsonii	287649.0	species	ott3.5draft1	['Neonicholsonia georgei', 'Woodsonia scheryi']	['ncbi:115500', 'gbif:2735146']	Neonicholsonia watsonii	both
Heliconia imbricata|L	heliconiaceae	Heliconia	heliconia imbricata	L		False	False	Heliconia imbricata	ICN	1.0	heliconia imbricata	[]	False	False	Heliconia imbricata	325476.0	species	ott3.5draft1	['Bihai densa', 'Bihai imbricata', 'Heliconia densa']	['ncbi:1125924', 'gbif:2760615']	Heliconia imbricata	both
Trichilia pallida|AE	meliaceae	Trichilia	trichilia pallida	AE		False	False	Trichilia pallida	ICN	1.0	trichilia pallida	[]	False	False	Trichilia pallida	957670.0	species	ott3.5draft1	['Guarea obtusifolia', 'Hedwigia simplicifolia', 'Pholacilia diversifolia', 'Pholacilia trinitensis', 'Portesia diversifolia', 'Portesia echinocarpa', 'Portesia montana', 'Portesia ovata', 'Portesia simplicifolia', 'Portesia trinitensis', 'Trichilia brachystachya', 'Trichilia brasiliensis', 'Trichilia davisii', 'Trichilia diversifolia', 'Trichilia echinocarpa', 'Trichilia excelsa', 'Trichilia flava', 'Trichilia gigantophylla', 'Trichilia goudotiana', 'Trichilia laminensis', 'Trichilia lobulata', 'Trichilia macrophylla', 'Trichilia microphylla', 'Trichilia mollis', 'Trichilia montana', 'Trichilia montana acutivalvis', 'Trichilia pauciflora', 'Trichilia peruviana', 'Trichilia portoricensis', 'Trichilia pubescens', 'Trichilia riedelii', 'Trichilia simplicifolia', 'Trichilia skutchii', 'Trichilia subsimplex', 'Trichilia trinitensis', 'Trichilia triphylla', 'Trichilia truncata', 'Trichilia weddellii', 'Trichilia weddellii parvifolia', 'Trichilia weddellii stylosa']	['ncbi:597422', 'gbif:3190491', 'irmng:10590888']	Trichilia pallida	both
Mabea occidentalis|AE	euphorbiaceae	Mabea	mabea occidentalis	AE		False	False	Mabea occidentalis	ICN	1.0	mabea occidentalis	[]	False	False	Mabea occidentalis	3911825.0	species	ott3.5draft1	['Mabea acutissima', 'Mabea belizensis', 'Mabea glauca', 'Mabea microcarpa', 'Mabea occidentalis genuina', 'Mabea pallida']	['gbif:3071832', 'irmng:10241192']	Mabea occidentalis	both
Urochloa decumbens|WP	poaceae	Urochloa	urochloa decumbens	WP		False	False	Urochloa decumbens	ICN	1.0	urochloa decumbens	[]	False	False	Urochloa decumbens	896864.0	species	ott3.5draft1	['Brachiaria decumbens']	['ncbi:240449']	Urochloa decumbens	both
Bunchosia cornifolia|L	malpighiaceae	Bunchosia	bunchosia cornifolia	L		False	True	Bunchosia cornifolia	ICN	1.0	bunchosia cornifolia	[]	False	False	Bunchosia nitida	520302.0	species	ott3.5draft1	['Bunchosia cornifolia', 'Bunchosia glauca', 'Malpighia nitida', 'Malpighia spicata']	['ncbi:544659', 'gbif:3191335']	Bunchosia nitida	both
Alibertia edulis|AE	rubiaceae	Alibertia	alibertia edulis	AE		False	False	Alibertia edulis	ICN	1.0	alibertia edulis	[]	False	False	Alibertia edulis	952905.0	species	ott3.5draft1	['Amaioua edulis', 'Amaioua utilis', 'Cordiera edulis', 'Garapatica edulis', 'Gardenia edulis', 'Genipa edulis', 'Sabicea edulis']	['ncbi:58508', 'gbif:5335670']	Alibertia edulis	both
Nasturtium officinale|WP	brassicaceae	Nasturtium	nasturtium officinale	WP		False	False	Nasturtium officinale	ICN	1.0	nasturtium officinale	[]	False	False	Nasturtium officinale	556245.0	species	ott3.5draft1	['? nasturtium', 'Baeumerta nasturtium', 'Baeumerta nasturtium-aquaticum', 'Cardamine fontana', 'Cardamine nasturtium', 'Cardamine nasturtium-aquaticum', 'Dictyosperma olgae', 'Nasturtium aquaticum', 'Nasturtium fontanum', 'Nasturtium nasturtium', 'Nasturtium nasturtium-aquaticum', 'Nasturtium nasturtium-aquaticum (L.) H.Karst., nom. inval.', 'Nasturtium officinale asarifolium', 'Nasturtium officinale insipidum', 'Nasturtium officinale intermedium', 'Nasturtium officinale officinale', 'Nasturtium officinale rotundifolium', 'Nasturtium officinale siifolium', 'Nasturtium siifolium', 'Radicula nasturtium', 'Radicula nasturtium-aquaticum', 'Radicula officinalis', 'Rorippa nasturtium', 'Rorippa nasturtium-aquaticum', 'Rorippa officinalis', 'Sisymbrium nasturtium', 'Sisymbrium nasturtium-aquaticum']	['ncbi:65948', 'gbif:5708806', 'irmng:11216562']	Nasturtium officinale	both
Huperzia hippuridea|WP	lycopodiaceae	Huperzia	huperzia hippuridea	WP		False	True	Huperzia hippuridea	ICN	1.0	huperzia hippuridea	[]	False	False	Phlegmariurus hippurideus	174300.0	species	ott3.5draft1	['Huperzia boliviana', 'Huperzia hippuridea', 'Huperzia lechleri', 'Huperzia montana', 'Lycopodium bolivianum', 'Lycopodium bolivianum teretiuscula', 'Lycopodium hippurideum', 'Lycopodium hippurideum montanum', 'Lycopodium lechleri', 'Lycopodium montanum', 'Lycopodium poseidonis', 'Urostachys bolivianus', 'Urostachys bolivianus ringshausenii', 'Urostachys bolivianus teretiuscula', 'Urostachys hippuridea', 'Urostachys hippurideus', 'Urostachys hippurideus hippurideus', 'Urostachys hippurideus montanus', 'Urostachys lechleri', 'Urostachys lechleri lehmannii', 'Urostachys lehmannii', 'Urostachys montanus', 'Urostachys poseidonis', 'Urostachys ringshausenii']	['ncbi:69998', 'gbif:7576908', 'irmng:10939952', 'irmng:10231509']	Phlegmariurus hippurideus	both
Schizolobium parahyba|L	fabaceae/caes.	Schizolobium	schizolobium parahyba	L		False	False	Schizolobium parahyba	ICN	1.0	schizolobium parahyba	[]	False	False	Schizolobium parahyba	765777.0	species	ott3.5draft1	['Caesalpinia parahyba', 'Cassia parahyba', 'Schizolobium excelsum', 'Schizolobium glutinosum', 'Schizolobium kellermanii', 'Schizolobium parahyba parahyba', 'Schizolobium parahybrum', 'Schizolobium parahybum']	['ncbi:46664', 'gbif:2945453', 'irmng:10935090']	Schizolobium parahyba	both
Albizia adinocephala|AE	fabaceae/mim.	Albizia	albizia adinocephala	AE		False	False	Albizia adinocephala	ICN	1.0	albizia adinocephala	[]	False	False	Albizia adinocephala	78710.0	species	ott3.5draft1	['Pithecellobium adinocephalum', 'Pithecellobium discolor']	['ncbi:199153', 'gbif:2973023', 'irmng:10173571']	Albizia adinocephala	both
Pleuropetalum pleiogynum|WP	amaranthaceae	Pleuropetalum	pleuropetalum pleiogynum	WP		False	False	Pleuropetalum pleiogynum	ICN	1.0	pleuropetalum pleiogynum	[]	False	False	Pleuropetalum pleiogynum	6033754.0	species	ott3.5draft1	['Celosia pleiogyna', 'Pleuropetalum standleyi']	['gbif:3673624']	Pleuropetalum pleiogynum	both
Strychnos nigricans|AE	loganiaceae	Strychnos	strychnos nigricans	AE		False	False	Strychnos nigricans	ICN	1.0	strychnos nigricans	[]	False	False	Strychnos nigricans	602605.0	species	ott3.5draft1	[]	['ncbi:1040908', 'gbif:5645186']	Strychnos nigricans	both
Gnaphalium roseum|WP	asteraceae	Gnaphalium	gnaphalium roseum	WP		False	True	Gnaphalium roseum	ICN	1.0	gnaphalium roseum	[]	False	False	Pseudognaphalium roseum	3898939.0	species	ott3.5draft1	['Gnaphalium nitens', 'Gnaphalium oblanceolatum', 'Gnaphalium roseum', 'Gnaphalium roseum angustifolium', 'Gnaphalium roseum roseum', 'Gnaphalium roseum sordescens']	['gbif:3101075', 'irmng:10716912']	Pseudognaphalium roseum	both
Lachemilla pectinata|WP	rosaceae	Lachemilla	lachemilla pectinata	WP		False	True	Lachemilla pectinata	ICN	1.0	lachemilla pectinata	[]	False	False	Alchemilla pectinata	337167.0	species	ott3.5draft1	['Alchemilla pectinata mexicana', 'Lachemilla pectinata']	['ncbi:478367', 'gbif:3025326', 'irmng:10185746']	Alchemilla pectinata	both
Diplostephium costaricense|AE	asteraceae	Diplostephium	diplostephium costaricense	AE		False	True	Diplostephium costaricense	ICN	1.0	diplostephium costaricense	[]	False	False	Piofontia costaricensis	6056175.0	species	ott3.5draft1	['Diplostephium costaricense']	['ncbi:1716008', 'gbif:3090581']	Piofontia costaricensis	both
Eryngium humile|WP	apiaceae	Eryngium	eryngium humile	WP		False	False	Eryngium humile	ICN	1.0	eryngium humile	[]	False	False	Eryngium humile	2747.0	species	ott3.5draft1	['Eryngium costaricense', 'Eryngium humile brevibracteatum', 'Eryngium humile caulescens', 'Eryngium humile gigantophyllum', 'Eryngium humile latipes', 'Eryngium humile multiradiatum', 'Eryngium humile pulchellum', 'Eryngium humile radiciflorum', 'Eryngium humile stellatum', 'Eryngium humile subacaule', 'Eryngium jahnii', 'Eryngium moritzii', 'Eryngium pulchellum', 'Eryngium radiciflorum', 'Eryngium ranunculoides', 'Eryngium stellatum']	['ncbi:477874', 'gbif:6026440']	Eryngium humile	both
Ranunculus peruvianus|WP	ranunculaceae	Ranunculus	ranunculus peruvianus	WP		False	False	Ranunculus peruvianus	ICN	1.0	ranunculus peruvianus	['sibling_higher']	False	False	Ranunculus peruvianus	546757.0	species	ott3.5draft1	['Ranunculus centellifolius']	['ncbi:671259', 'gbif:7277983']	Ranunculus peruvianus	both
Chionolaena lavandulifolia|WP	asteraceae	Chionolaena	chionolaena lavandulifolia	WP		False	False	Chionolaena lavandulifolia	ICN	1.0	chionolaena lavandulifolia	[]	False	False	Chionolaena lavandulifolia	386039.0	species	ott3.5draft1	['Chionolaena costaricensis', 'Chionolaena macdonaldii', 'Gnaphaliothamnus costaricensis', 'Gnaphaliothamnus lavandulifolius', 'Gnaphaliothamnus macdonaldii', 'Gnaphalium lavandulaceum', 'Gnaphalium lavandulifolium', 'Helichrysum lavandulifolium']	['ncbi:211061', 'gbif:8273453']	Chionolaena lavandulifolia	both
Lepechinia schiedeana|WP	lamiaceae	Lepechinia	lepechinia schiedeana	WP		False	False	Lepechinia schiedeana	ICN	1.0	lepechinia schiedeana	[]	False	False	Lepechinia schiedeana	5265185.0	species	ott3.5draft1	['Alguelagum alpinum', 'Lepechinia alpina', 'Lepechinia hirsuta', 'Lepechinia humilis', 'Lepechinia procumbens', 'Sphacele alpina', 'Sphacele hirsuta', 'Stachys schiedeana']	['ncbi:1405046', 'gbif:3888427']	Lepechinia schiedeana	both
Lupinus costaricensis|WP	fabaceae/pap.	Lupinus	lupinus costaricensis	WP		False	False	Lupinus costaricensis	ICN	1.0	lupinus costaricensis	[]	False	False	Lupinus costaricensis	3923233.0	species	ott3.5draft1	[]	['gbif:2964009', 'irmng:10160066']	Lupinus costaricensis	both
Sparattanthelium amazonum|WP	hernandiaceae	Sparattanthelium	sparattanthelium amazonum	WP		False	False	Sparattanthelium amazonum	ICN	1.0	sparattanthelium amazonum	[]	False	False	Sparattanthelium amazonum	66539.0	species	ott3.5draft1	['Sparattanthelium amazonum guatemalense', 'Sparattanthelium guatemalense', 'Sparattanthelium septentrionale']	['ncbi:263814', 'gbif:7326417']	Sparattanthelium amazonum	both
Ocotea pentagona|L	lauraceae	Ocotea	ocotea pentagona	L		False	True	Ocotea pentagona	ICN	1.0	ocotea pentagona	[]	False	False	Ocotea atirrensis	1053805.0	species	ott3.5draft1	['Ocotea nicaraguensis', 'Ocotea paulii', 'Ocotea pedalifolia', 'Ocotea pentagona', 'Ocotea wedeliana']	['ncbi:1129451', 'gbif:4177469']	Ocotea atirrensis	both
Paullinia pinnata|AE	sapindaceae	Paullinia	paullinia pinnata	AE		False	False	Paullinia pinnata	ICN	1.0	paullinia pinnata	[]	False	False	Paullinia pinnata	730985.0	species	ott3.5draft1	['Cururu pinnata', 'Pancovia heckelii', 'Paullinia africana', 'Paullinia angusta', 'Paullinia cartagenensis', 'Paullinia curassavica', 'Paullinia diversiflora', 'Paullinia diversifolia', 'Paullinia hostmannii', 'Paullinia lucida', 'Paullinia nitida', 'Paullinia pendulifolia', 'Paullinia senegalensis', 'Paullinia uvata', 'Semarillaria nitida', 'Serjania confertiflora', 'Serjania confertiflora dasycephala']	['ncbi:290984', 'gbif:3189950', 'gbif:7265008', 'irmng:10588009']	Paullinia pinnata	both
Pentagonia sprucei|L	rubiaceae	Pentagonia	pentagoniaucei	L		True	False	Pentagonia coa	ICN	0.7857142686843872	pentagoniaucei	[]	False	False	Legousia pentagonia	308014.0	species	ott3.5draft1	['Campanula coa', 'Campanula pentagonia', 'Pentagonia coa', 'Prismatocarpus pentagonius', 'Specularia coa', 'Specularia pentagonia', 'Specularia pentagonia coa', 'Specularia pentagonia pubescens', 'Specularia speculum pentagonia']	['ncbi:519294', 'gbif:3158779']	Legousia pentagonia	both
Meliosma allenii|L	sabiaceae	Meliosma	meliosma allenii	L		False	False	Meliosma allenii	ICN	1.0	meliosma allenii	[]	False	False	Meliosma allenii	5922895.0	species	ott3.5draft1	['Meliosma longipetiolata', 'Meliosma maxima']	['ncbi:1705925', 'gbif:3838564']	Meliosma allenii	both
Caesalpinia bonduc|AE	fabaceae/caes.	Caesalpinia	caesalpinia bonduc	AE		False	True	Caesalpinia bonduc	ICN	1.0	caesalpinia bonduc	[]	False	False	Guilandina bonduc	72917.0	species	ott3.5draft1	['Caesalpinia bonduc']	['ncbi:191881', 'worms:418690']	Guilandina bonduc	both
Omphalea diandra|WP	euphorbiaceae	Omphalea	omphalea diandra	WP		False	False	Omphalea diandra	ICN	1.0	omphalea diandra	[]	False	False	Omphalea diandra	630887.0	species	ott3.5draft1	['Hebecocca panamensis', 'Omphalandria diandra', 'Omphalea cordata', 'Omphalea diandra genuina', 'Omphalea diandra panamensis', 'Omphalea diandra paraensis', 'Omphalea elaeophoroides', 'Omphalea guyanensis', 'Omphalea megacarpa', 'Omphalea panamensis']	['ncbi:289649', 'gbif:3062246', 'irmng:10246366', 'irmng:10246365', 'irmng:10606512']	Omphalea diandra	both
Doliocarpus major|WP	dilleniaceae	Doliocarpus	doliocarpus major	WP		False	False	Doliocarpus major	ICN	1.0	doliocarpus major	[]	False	False	Doliocarpus major	151309.0	species	ott3.5draft1	['Doliocarpus brevipedicellatus', 'Doliocarpus curtipes', 'Doliocarpus dentosus', 'Doliocarpus major major', 'Doliocarpus punctatus', 'Doliocarpus scandens', 'Doliocarpus spinulifer', 'Doliocarpus strictus', 'Tetracera doliocarpus', 'Tetracera stricta']	['ncbi:640657', 'gbif:3083498', 'irmng:10597691']	Doliocarpus major	both
Rottboellia cochinchinensis|WP	poaceae	Rottboellia	rottboellia cochinchinensis	WP		False	False	Rottboellia cochinchinensis	ICN	1.0	rottboellia cochinchinensis	[]	False	False	Rottboellia cochinchinensis	30534.0	species	ott3.5draft1	['Aegilops exaltata', 'Aegilops fluviatilis', 'Manisuris exaltata', 'Manisuris exaltata appendiculata', 'Ophiuros appendiculatus', 'Rottboellia arundinacea', 'Rottboellia denudata', 'Rottboellia exaltata', 'Rottboellia exaltata appendiculata', 'Rottboellia exaltata arundinacea', 'Rottboellia exaltata glaberrima', 'Rottboellia hispida', 'Rottboellia setosa', 'Stegosia cochinchinensis', 'Stegosia exaltata']	['ncbi:300125', 'gbif:2704075', 'irmng:10696588']	Rottboellia cochinchinensis	both
Eugenia acapulcensis|L	myrtaceae	Eugenia	eugenia acapulcensis	L		False	False	Eugenia acapulcensis	ICN	1.0	eugenia acapulcensis	['sibling_higher']	False	False	Eugenia acapulcensis	3936995.0	species	ott3.5draft1	['Eugenia antiguae', 'Eugenia bartlettiana', 'Eugenia baruensis', 'Eugenia bonplandiana', 'Eugenia bracteolosa', 'Eugenia campechiana', 'Eugenia carranzae', 'Eugenia carthagenensis', 'Eugenia carthagenensis baruensis', 'Eugenia comitanensis', 'Eugenia deltoidea', 'Eugenia escuintlensis', 'Eugenia ilhensis', 'Eugenia mosquitensis', 'Eugenia ovatifolia', 'Eugenia sibunensis', 'Myrtus baruensis', 'Myrtus maritima']	['ncbi:1475403', 'gbif:5417775']	Eugenia acapulcensis	both
Cuervea kappleriana|WP	hippocrateaceae	Cuervea	cuervea kappleriana	WP		False	False	Cuervea kappleriana	ICN	1.0	cuervea kappleriana	[]	False	False	Cuervea kappleriana	806619.0	species	ott3.5draft1	['Anthodon apiculatum', 'Cuervea granatensis', 'Cuervea hawkesii', 'Cuervea jamaicensis', 'Cuervea latifolia', 'Cuervea megacarpa', 'Cuervea mitchellae', 'Hippocratea aggregata', 'Hippocratea ambigua', 'Hippocratea flava', 'Hippocratea granatensis', 'Hippocratea inundata', 'Hippocratea kappleriana', 'Hippocratea lutea', 'Hippocratea megacarpa', 'Hippocratea miersii', 'Hippocratea mitchellae', 'Hippocratea oblongata', 'Hylenaea jamaicensis', 'Pristimera apiculata', 'Pristimera granulosa', 'Pristimera oblongata', 'Romualdea apiculata', 'Romualdea lancifolia']	['ncbi:123410', 'gbif:3792999']	Cuervea kappleriana	both
Lophanthera hammelii|AE	malpighiaceae	Lophanthera	lophanthera hammelii	AE		False	False	Lophanthera hammelii	ICN	1.0	lophanthera hammelii	[]	False	False	Lophanthera hammelii	932396.0	species	ott3.5draft1	[]	['ncbi:1027166', 'gbif:5634536']	Lophanthera hammelii	both
Ficus maxima|AE	moraceae	Ficus	ficus maxima	AE		False	False	Ficus maxima	ICN	1.0	ficus maxima	[]	False	False	Ficus maxima	49025.0	species	ott3.5draft1	['Ficus anthelminthica', 'Ficus bopiana', 'Ficus chaconiana', 'Ficus coybana', 'Ficus glaucescens', 'Ficus grandaeva', 'Ficus guadalajarana', 'Ficus hernandezii', 'Ficus kunthii', 'Ficus laurifolia', 'Ficus martinicensis', 'Ficus mexicana', 'Ficus murilloi', 'Ficus murilloi cajambrensis', 'Ficus neriifolia', 'Ficus parkeri', 'Ficus pergamenea', 'Ficus picardae', 'Ficus plumieri', 'Ficus protensa', 'Ficus pseudoradula', 'Ficus rhododendrifolia', 'Ficus rubricosta', 'Ficus sodiroi', 'Ficus subscabrida', 'Ficus ulei', 'Ficus vicencionis', 'Galoglychia martinicensis', 'Pharmacosycea glaucescens', 'Pharmacosycea guyanensis', 'Pharmacosycea hernandezii', 'Pharmacosycea mexicana', 'Pharmacosycea pseudoradula', 'Pharmacosycea rigida', 'Urostigma kunthii', 'Urostigma laurifolium', 'Urostigma protensum']	['ncbi:100557', 'gbif:5571386']	Ficus maxima	both
Cupania rufescens|AE	sapindaceae	Cupania	cupania rufescens	AE		False	False	Cupania rufescens	ICN	1.0	cupania rufescens	[]	False	False	Cupania rufescens	497072.0	species	ott3.5draft1	['Cupania andina', 'Cupania asperula', 'Cupania costaricensis', 'Cupania fulvida']	['ncbi:681429', 'gbif:3784726']	Cupania rufescens	both
Olyra latifolia|AE	poaceae	Olyra	olyra latifolia	AE		False	False	Olyra latifolia	ICN	1.0	olyra latifolia	[]	False	False	Olyra latifolia	779603.0	species	ott3.5draft1	['Axonopus fockei', 'Axonopus surinamensis', 'Axonopus surinamensis imberbis', 'Olyra arundinacea', 'Olyra brasiliensis', 'Olyra brevifolia', 'Olyra cordifolia', 'Olyra cordifolia scabriuscula', 'Olyra guineensis', 'Olyra lartifolia', 'Olyra latifolia arundinacea', 'Olyra latifolia glabriuscula', 'Olyra latifolia pubescens', 'Olyra latifolia vestita', 'Olyra media', 'Olyra paniculata', 'Olyra pubescens', 'Olyra scabra', 'Olyra surinamensis', 'Panicum surinamense', 'Paspalum fockei', 'Paspalum surinamense', 'Stipa latifolia']	['ncbi:38716', 'gbif:5290105', 'irmng:10691928', 'irmng:10857048']	Olyra latifolia	both
Aspidosperma myristicifolium|L	apocynaceae	Aspidosperma	aspidosperma myristicifolium	L		False	False	Aspidosperma myristicifolium	ICN	1.0	aspidosperma myristicifolium	[]	False	False	Aspidosperma myristicifolium	619037.0	species	ott3.5draft1	['Aspidosperma elatum', 'Geissospermum myristicifolium']	['ncbi:141534', 'gbif:3617818']	Aspidosperma myristicifolium	both
Randia armata|L	rubiaceae	Randia	randia armata	L		False	False	Randia armata	ICN	1.0	randia armata	[]	False	False	Randia armata	784318.0	species	ott3.5draft1	['Gardenia armata', 'Randia armata pubescens', 'Randia spinosa', 'Solena armata']	['ncbi:203050', 'gbif:5339445']	Randia armata	both
Sloanea terniflora|AE	elaeocarpaceae	Sloanea	sloanea terniflora	AE		False	False	Sloanea terniflora	ICN	1.0	sloanea terniflora	[]	False	False	Sloanea terniflora	651352.0	species	ott3.5draft1	['Dasycarpus quadrivalvis', 'Dasycarpus quadrivalvis obovata', 'Lasiocarpus triflorus', 'Lecostemon terniflorum', 'Lecostomon terniflorum', 'Sloanea quadrivalvis']	['ncbi:681488', 'gbif:5651141']	Sloanea terniflora	both
Ardisia opegrapha|WP	myrsinaceae	Ardisia	ardisia opegrapha	WP		False	False	Ardisia opegrapha	ICN	1.0	ardisia opegrapha	['sibling_higher']	False	False	Ardisia opegrapha	388977.0	species	ott3.5draft1	[]	['ncbi:1073917', 'gbif:7331129']	Ardisia opegrapha	both
