ID	Family	Genus	Species	Part	Unnamed: 5	is_approximate_match	is_synonym	matched_name	nomenclature_code	score	search_string	taxon.flags	taxon.is_suppressed	taxon.is_suppressed_from_synth	taxon.name	taxon.ott_id	taxon.rank	taxon.source	taxon.synonyms	taxon.tax_sources	taxon.unique_name	_merge
Hamelia xerocarpa|L	rubiaceae	Hamelia	hamelia xerocarpa	L		False	False	Hamelia xerocarpa	ICN	1.0	hamelia xerocarpa	[]	False	False	Hamelia xerocarpa	3881003.0	species	ott3.5draft1	['Hamelia costaricensis', 'Hamelia haughtii', 'Hamelia magniloba', 'Hamelia panamensis', 'Hamelia rowleei', 'Hamelia storkii', 'Hamelia xerocarpa costaricensis']	['gbif:2902094']	Hamelia xerocarpa	both
Dieffenbachia oerstedii|WP	araceae	Dieffenbachia	dieffenbachia oerstedii	WP		False	False	Dieffenbachia oerstedii	ICN	1.0	dieffenbachia oerstedii	[]	False	False	Dieffenbachia oerstedii	897966.0	species	ott3.5draft1	[]	['ncbi:418808', 'gbif:2869429', 'irmng:10462073']	Dieffenbachia oerstedii	both
Posoqueria latifolia|L	rubiaceae	Posoqueria	posoqueria latifolia	L		False	False	Posoqueria latifolia	ICN	1.0	posoqueria latifolia	[]	False	False	Posoqueria latifolia	923757.0	species	ott3.5draft1	['Solena latifolia', 'Tocoyena latifolia']	['ncbi:58460', 'gbif:2893899']	Posoqueria latifolia	both
Hirtella racemosa|AE	chrysobalanaceae	Hirtella	hirtella racemosa	AE		False	False	Hirtella racemosa	ICN	1.0	hirtella racemosa	[]	False	False	Hirtella racemosa	322913.0	species	ott3.5draft1	['Hirtella acayacensis', 'Hirtella coriacea', 'Hirtella filiformis', 'Hirtella hexandra', 'Hirtella nemorosa', 'Hirtella nitida', 'Hirtella oblongifolia', 'Hirtella racemosa metallica', 'Hirtella rosea', 'Hirtella scandens', 'Hirtella strigulosa', 'Hirtella violacea', 'Salmasia guianensis', 'Salmasia racemosa', 'Tachibota guianensis']	['ncbi:1125932', 'gbif:2985122', 'irmng:11345497']	Hirtella racemosa	both
Sapranthus viridiflorus|AE	annonaceae	Sapranthus	sapranthus viridiflorus	AE		False	False	Sapranthus viridiflorus	ICN	1.0	sapranthus viridiflorus	[]	False	False	Sapranthus viridiflorus	778413.0	species	ott3.5draft1	[]	['ncbi:235835', 'gbif:3154724']	Sapranthus viridiflorus	both
Acacia hayesii|L	fabaceae/mim.	Acacia	acacia hayesii	L		False	False	Acacia hayesii	ICN	1.0	acacia hayesii	[]	False	False	Acacia hayesii	5785742.0	species	ott3.5draft1	['Acacia acanthophylla', 'Acacia telensis', 'Senegalia acanthophylla', 'Senegalia hayesii']	['ncbi:1504162', 'irmng:11045519']	Acacia hayesii	both
Ficus yoponensis|L	moraceae	Ficus	ficus yoponensis	L		False	False	Ficus yoponensis	ICN	1.0	ficus yoponensis	[]	False	False	Ficus yoponensis	744624.0	species	ott3.5draft1	['Ficus tobagensis']	['ncbi:182133', 'gbif:5571280', 'irmng:10697367']	Ficus yoponensis	both
Calathea gymnocarpa|WP	marantaceae	Calathea	calathea gymnocarpa	WP		False	True	Calathea gymnocarpa	ICN	1.0	calathea gymnocarpa	[]	False	False	Goeppertia gymnocarpa	903318.0	species	ott3.5draft1	['Calathea gymnocarpa']	['ncbi:210041', 'gbif:9534306']	Goeppertia gymnocarpa	both
Chrysophyllum argenteum|L	sapotaceae	Chrysophyllum	chrysophyllum argenteum	L		False	False	Chrysophyllum argenteum	ICN	1.0	chrysophyllum argenteum	['sibling_higher']	False	False	Chrysophyllum argenteum	163428.0	species	ott3.5draft1	['Chrysophyllum auratum', 'Chrysophyllum dubium', 'Chrysophyllum ferrugineum', 'Chrysophyllum glabrum', 'Chrysophyllum guyanense', 'Chrysophyllum hostmannianum', 'Chrysophyllum immersum', 'Chrysophyllum macrophyllum', 'Chrysophyllum microcarpum', 'Chrysophyllum nitidissimum', 'Chrysophyllum nitidum', 'Chrysophyllum panamense', 'Chrysophyllum pavonii', 'Chrysophyllum psilophyllum', 'Chrysophyllum pyriforme', 'Chrysophyllum richardii', 'Chrysophyllum sericeum', 'Cynodendron argenteum', 'Cynodendron auratum', 'Cynodendron ferrugineum', 'Cynodendron nitidum', 'Cynodendron panamense', 'Dactimala microcarpa', 'Guersentia microcarpa', 'Nycterisition ferrugineum', 'Sideroxylon guadalupense']	['ncbi:233671', 'gbif:2885742', 'irmng:10248622']	Chrysophyllum argenteum	both
Celtis iguanaea|WP	ulmaceae	Celtis	celtis iguanaea	WP		False	False	Celtis iguanaea	ICN	1.0	celtis iguanaea	[]	False	False	Celtis iguanaea	893812.0	species	ott3.5draft1	['? iguanea', 'Celtidopsis citrifolia', 'Celtis aculeata', 'Celtis aculeata laevigata', 'Celtis aculeata pubescens', 'Celtis aculeata serrata', 'Celtis alnifolia', 'Celtis anfractuosa', 'Celtis asperula', 'Celtis berlandieri', 'Celtis biflora', 'Celtis brevifolia', 'Celtis dichotoma', 'Celtis diffusa', 'Celtis epiphylladena', 'Celtis flexuosa glabrifolia', 'Celtis gardneri', 'Celtis glabrata', 'Celtis glycycarpa', 'Celtis goudotii', 'Celtis hilariana', 'Celtis iguanaeus', 'Celtis laevigata', 'Celtis membranacea', 'Celtis morifolia', 'Celtis pavonii', 'Celtis platycaulis', 'Celtis pubescens', 'Celtis rhamnoides', 'Celtis spinosa', 'Celtis spinosissima', 'Celtis triflora', 'Celtis velutina', 'Celtis williamsii', 'Celtis zizyphoides', 'Colletia iguanaea', 'Mertensia aculeata', 'Mertensia citrifolia', 'Mertensia commutata', 'Mertensia goudotii', 'Mertensia iguanaea', 'Mertensia laevigata', 'Mertensia pubescens', 'Mertensia rhamnoides', 'Mertensia zizyphoides', 'Momisia aculeata', 'Momisia alnifolia', 'Momisia anfractuosa', 'Momisia brevifolia', 'Momisia dichotoma', 'Momisia iguanaea', 'Momisia laevigata', 'Momisia membranacea', 'Momisia pubescens', 'Momisia spinosissima', 'Momisia tarijensis', 'Momisia triflora', 'Momisia zizyphoides', 'Plagioceltis dichotoma', 'Rhamnus iguanaea', 'Saurobroma iguanense', 'Ziziphus commutata', 'Ziziphus iguanea']	['ncbi:258491', 'gbif:2984498', 'irmng:10708061']	Celtis iguanaea	both
Sapium laurifolium|L	euphorbiaceae	Sapium	sapium laurifolium	L		False	False	Sapium laurifolium	ICN	1.0	sapium laurifolium	[]	False	False	Sapium laurifolium	3911904.0	species	ott3.5draft1	['Excoecaria laurocerasus elliptica', 'Excoecaria laurocerasus laurifolia', 'Sapium anadenum', 'Sapium brownei', 'Sapium decipiens', 'Sapium eglandulosum', 'Sapium jamaicense', 'Sapium laurocerasum laurifolium', 'Sapium laurocerasus ellipticum', 'Sapium laurocerasus laurifolium', 'Sapium pleiostachys', 'Sapium utile', 'Stillingia laurifolia']	['ncbi:1487833', 'gbif:5379846', 'irmng:11281037']	Sapium laurifolium	both
Alseis costaricensis|L	rubiaceae	Alseis	alseis costaricensis	L		False	False	Alseis costaricensis	ICN	1.0	alseis costaricensis	[]	False	False	Alseis costaricensis	3877637.0	species	ott3.5draft1	[]	['gbif:5334877']	Alseis costaricensis	both
Bixa urucurana|L	bixaceae	Bixa	bixa urucurana	L		False	False	Bixa urucurana	ICN	1.0	bixa urucurana	[]	False	False	Bixa urucurana	1047908.0	species	ott3.5draft1	['Bixa orellana urucurana', 'Bixa sphaerocarpa', 'Bixa upatensis', 'Orellana americana urucurana']	['ncbi:1123547', 'gbif:4087112']	Bixa urucurana	both
Psiguria warscewiczii|WP	cucurbitaceae	Psiguria	psiguria warscewiczii	WP		False	False	Psiguria warscewiczii	ICN	1.0	psiguria warscewiczii	[]	False	False	Psiguria warscewiczii	1025138.0	species	ott3.5draft1	['Anguria aurantiaca', 'Anguria limonensis', 'Anguria magdalenae', 'Anguria tonduzii', 'Anguria warscewicziana', 'Anguria warscewiczii', 'Psiguria aurantiaca']	['ncbi:501919', 'gbif:3624367']	Psiguria warscewiczii	both
Pentagonia tinajita|L	rubiaceae	Pentagonia	pentagonia tinajita	L		False	False	Pentagonia tinajita	ICN	1.0	pentagonia tinajita	[]	False	False	Pentagonia tinajita	919147.0	species	ott3.5draft1	['Pentagonia alba', 'Pentagonia alfaroana', 'Watsonamra alfaroana', 'Watsonamra tinajita']	['ncbi:153763', 'gbif:5334759']	Pentagonia tinajita	both
Dichorisandra amabilis|WP	commelinaceae	Dichorisandra	dichorisandra amabilis	WP		False	False	Dichorisandra amabilis	ICN	1.0	dichorisandra amabilis	[]	False	False	Dichorisandra amabilis	543882.0	species	ott3.5draft1	[]	['ncbi:1125895', 'gbif:2763611']	Dichorisandra amabilis	both
Apeiba tibourbou|AE	tiliaceae	Apeiba	apeiba tibourbou	AE		False	False	Apeiba tibourbou	ICN	1.0	apeiba tibourbou	[]	False	False	Apeiba tibourbou	1010139.0	species	ott3.5draft1	['Apeiba cimbalaria', 'Apeiba hirsuta', 'Apeiba tibourbou rugosa', 'Apeiba tibourbou tibourbou', 'Aubletia tiburbu']	['ncbi:82398', 'gbif:3152052', 'irmng:10660058']	Apeiba tibourbou	both
Lantana camara|WP	verbenaceae	Lantana	lantana camara	WP		False	False	Lantana camara	ICN	1.0	lantana camara	[]	False	False	Lantana camara	78889.0	species	ott3.5draft1	['Camara vulgaris', 'Lantana aculeata', 'Lantana camara hybrida', 'Lantana coccinea', 'Lantana glandulodissima', 'Lantana sp. Albach 12', 'Lantana sp. PSS-2000', 'Lantana spinosa', 'Lantana tiliifolia', 'Lantana urticifolia urticifolia', 'non Lantana camara hort.']	['ncbi:126435', 'gbif:2925303', 'irmng:10206228', 'irmng:10588767']	Lantana camara	both
Scleria melaleuca|WP	cyperaceae	Scleria	scleria melaleuca	WP		False	True	Scleria melaleuca	ICN	1.0	scleria melaleuca	[]	False	False	Scleria gaertneri	854045.0	species	ott3.5draft1	['Dichromena vahlii', 'Schoenus latifolius', 'Scleria affinis', 'Scleria asperata', 'Scleria asperata publ', 'Scleria boliviana', 'Scleria communis', 'Scleria congolensis', 'Scleria conspersa', 'Scleria flagellata', 'Scleria latifolia', 'Scleria longifolia', 'Scleria margaritifera', 'Scleria melaleuca', 'Scleria ottonis', 'Scleria pittieri', 'Scleria platensis', 'Scleria pratensis', 'Scleria pratensis melanocarpa', 'Scleria pratensis pratensis', 'Scleria pterota', 'Scleria pterota melaleuca', 'Scleria pterota pterota', 'Scleria pterota submelaleuca', 'Scleria scindens', 'Scleria selloana', 'Scleria simplicior']	['ncbi:1129711', 'gbif:6311944', 'irmng:11035834']	Scleria gaertneri	both
Alchornea costaricensis|AE	euphorbiaceae	Alchornea	alchornea costaricensis	AE		False	False	Alchornea costaricensis	ICN	1.0	alchornea costaricensis	[]	False	False	Alchornea costaricensis	592843.0	species	ott3.5draft1	['Alchornea costaricensis longispicata']	['ncbi:1123430', 'gbif:3055427', 'irmng:10661450']	Alchornea costaricensis	both
Oreopanax capitatus|L	araliaceae	Oreopanax	oreopanax capitatus	L		False	False	Oreopanax capitatus	ICN	1.0	oreopanax capitatus	[]	False	False	Oreopanax capitatus	163580.0	species	ott3.5draft1	['Aralia arborea', 'Aralia capitata', 'Aralia longifolia', 'Aralia multiflora', 'Aralia ovata', 'Botryodendrum capitatum', 'Hedera capitata', 'Hedera frondosa', 'Hedera multiflora', 'Mesopanax capitatus', 'Mesopanax liebmannii', 'Oreopanax capitatus minor', 'Oreopanax capitatus multiflorus', 'Oreopanax capitatus scandens', 'Oreopanax destructor', 'Oreopanax liebmannii', 'Oreopanax meiocephalus', 'Oreopanax microcephalus', 'Oreopanax oligocarpus', 'Sciadophyllum capitatum', 'Sciodaphyllum capitatum']	['ncbi:230590', 'gbif:3036624', 'irmng:10244320']	Oreopanax capitatus	both
Phyllanthus acuminatus|L	euphorbiaceae	Phyllanthus	phyllanthus acuminatus	L		False	False	Phyllanthus acuminatus	ICN	1.0	phyllanthus acuminatus	['sibling_higher']	False	False	Phyllanthus acuminatus	98948.0	species	ott3.5draft1	['Diasperus acuminatus', 'Phyllanthus acuminatus paraguariensis', 'Phyllanthus averrhoifolius', 'Phyllanthus cumanensis', 'Phyllanthus foetidus', 'Phyllanthus lycioides', 'Phyllanthus mucronatus', 'Phyllanthus ruscoides', 'Phyllanthus sessei']	['ncbi:319566', 'gbif:5381441', 'irmng:11002412']	Phyllanthus acuminatus	both
Syzygium malaccense|L	myrtaceae	Syzygium	syzygium malaccense	L		False	False	Syzygium malaccense	ICN	1.0	syzygium malaccense	[]	False	False	Syzygium malaccense	466446.0	species	ott3.5draft1	['Caryophyllus malaccensis', 'Eugenia domestica', 'Eugenia macrophylla', 'Eugenia malaccensis', 'Eugenia pseudomalaccensis', 'Eugenia purpurascens', 'Eugenia purpurea', 'Jambosa domestica', 'Jambosa macrophylla', 'Jambosa malaccensis', 'Jambosa malaccensis purpurascens', 'Jambosa purpurascens', 'Jambosa purpurea', 'Myrtus macrophylla', 'Myrtus malaccensis']	['ncbi:219892', 'gbif:3184509']	Syzygium malaccense	both
Urera simplex|AE	urticaceae	Urera	urera simplex	AE		False	False	Urera simplex	ICN	1.0	urera simplex	[]	False	False	Urera simplex	375573.0	species	ott3.5draft1	['Urera boliviensis', 'Urera eggersii', 'Urera tuerckheimii']	['ncbi:1130852', 'gbif:4098366']	Urera simplex	both
Miconia trinervia|L	melastomataceae	Miconia	miconia trinervia	L		False	False	Miconia trinervia	ICN	1.0	miconia trinervia	[]	False	False	Miconia trinervia	419578.0	species	ott3.5draft1	['Acinodendron scorpioides', 'Acinodendron trinervium', 'Melastoma scorpioides', 'Melastoma trinervia', 'Miconia anceps', 'Miconia scorpioides']	['ncbi:477144', 'gbif:3863803']	Miconia trinervia	both
Hampea platanifolia|AE	malvaceae	Hampea	hampea platanifolia	AE		False	False	Hampea platanifolia	ICN	1.0	hampea platanifolia	[]	False	False	Hampea platanifolia	6117274.0	species	ott3.5draft1	[]	['gbif:3940311']	Hampea platanifolia	both
Brosimum costaricanum|AE	moraceae	Brosimum	brosimum costaricanum	AE		False	False	Brosimum costaricanum	ICN	1.0	brosimum costaricanum	[]	False	False	Brosimum costaricanum	6107982.0	species	ott3.5draft1	['Alicastrum costaricanum', 'Brosimum sapiifolium', 'Helicostylis montana']	['gbif:3763319']	Brosimum costaricanum	both
Cinnamomum cinnamomifolium|AE	lauraceae	Cinnamomum	cinnamomum cinnamomifolium	AE		False	False	Cinnamomum cinnamomifolium	ICN	1.0	cinnamomum cinnamomifolium	[]	False	False	Cinnamomum cinnamomifolium	445168.0	species	ott3.5draft1	[]	['ncbi:128605']	Cinnamomum cinnamomifolium	both
Malvaviscus concinnus|AE	malvaceae	Malvaviscus	malvaviscus concinnus	AE		False	False	Malvaviscus concinnus	ICN	1.0	malvaviscus concinnus	[]	False	False	Malvaviscus concinnus	175984.0	species	ott3.5draft1	['Achania concinna', 'Hibiscus racemosus', 'Malvaviscus arboreus williamsii', 'Malvaviscus cordatus', 'Malvaviscus cuspidatus', 'Malvaviscus funckeanus', 'Malvaviscus glabrescens', 'Malvaviscus guerkeanus', 'Malvaviscus integrifolius', 'Malvaviscus leucocarpus', 'Malvaviscus maynensis', 'Malvaviscus oligotrichus', 'Malvaviscus spathulatus', 'Malvaviscus speciosus', 'Malvaviscus ulei', 'Malvaviscus velutinus', 'Malvaviscus williamsii']	['ncbi:1076882', 'gbif:3937390']	Malvaviscus concinnus	both
Miconia argentea|L	melastomataceae	Miconia	miconia argentea	L		False	False	Miconia argentea	ICN	1.0	miconia argentea	[]	False	False	Miconia argentea	601405.0	species	ott3.5draft1	['Acinodendron argenteum', 'Cremanium compressum', 'Melastoma argenteum', 'Miconia longistyla', 'Miconia procera']	['ncbi:263291', 'gbif:3859926']	Miconia argentea	both
Calycophyllum candidissimum|L	rubiaceae	Calycophyllum	calycophyllum candidissimum	L		False	False	Calycophyllum candidissimum	ICN	1.0	calycophyllum candidissimum	[]	False	False	Calycophyllum candidissimum	9114.0	species	ott3.5draft1	['Macrocnemum candidissimum', 'Mussaenda candida', 'Mussaenda candidissima']	['ncbi:43450', 'gbif:2904009', 'irmng:10206016']	Calycophyllum candidissimum	both
Palicourea guianensis|L	rubiaceae	Palicourea	palicourea guianensis	L		False	False	Palicourea guianensis	ICN	1.0	palicourea guianensis	[]	False	False	Palicourea guianensis	786590.0	species	ott3.5draft1	['Nonatelia cataractarum', 'Nonatelia guianensis', 'Palicourea barbinervia', 'Palicourea cajannensis', 'Palicourea cayennensis', 'Palicourea guianensis barbinervia', 'Palicourea guianensis glabra', 'Palicourea guianensis glabrescens', 'Palicourea guianensis guianensis', 'Palicourea guianensis occidentalis', 'Palicourea guianensis tetramera', 'Palicourea guianensis trimera', 'Palicourea hebetatum', 'Palicourea hypomalaca', 'Psychotria antillana', 'Psychotria cataractarum', 'Psychotria grandifolia', 'Psychotria guianensis', 'Psychotria lutea', 'Psychotria palicourea', 'Simira palicourea', 'Stephanium guianense', 'Uragoga barbinervia', 'Uragoga palicourea']	['ncbi:59596', 'gbif:2898772', 'irmng:10711008']	Palicourea guianensis	both
Scleria microcarpa|WP	cyperaceae	Scleria	scleria microcarpa	WP		False	False	Scleria microcarpa	ICN	1.0	scleria microcarpa	[]	False	False	Scleria microcarpa	3957531.0	species	ott3.5draft1	['Ophryoscleria microcarpa', 'Scleria foliosa', 'Scleria microcarpa foliosa', 'Scleria microcarpa subeggersiana']	['ncbi:1735515', 'gbif:2712277', 'irmng:10206605']	Scleria microcarpa	both
Smilax vanilliodora|WP	smilacaceae	Smilax	smilax vanilliodora	WP		False	True	Smilax vanilliodora	ICN	1.0	smilax vanilliodora	[]	False	False	Smilax officinalis	229060.0	species	ott3.5draft1	['Sarsaparilla acuminata', 'Smilax acuminata', 'Smilax barbillana', 'Smilax bernhardii', 'Smilax chiriquensis', 'Smilax flavescens', 'Smilax gilgiana', 'Smilax longifolia', 'Smilax longifolia variegata', 'Smilax officinalis publ', 'Smilax papyracea', 'Smilax pohliana', 'Smilax procera', 'Smilax quinquenervia', 'Smilax standleyi', 'Smilax syphilitica', 'Smilax tijucensis', 'Smilax tijucensis gardneriana', 'Smilax tijucensis pohliana', 'Smilax tonduzii', 'Smilax vanilliodora']	['ncbi:1080339', 'gbif:5295116', 'gbif:5295227', 'gbif:5295325']	Smilax officinalis	both
Platymiscium curuense|L	fabaceae/pap.	Platymiscium	platymiscium curuense	L		False	False	Platymiscium curuense	ICN	1.0	platymiscium curuense	[]	False	False	Platymiscium curuense	997244.0	species	ott3.5draft1	[]	['ncbi:557728']	Platymiscium curuense	both
Guettarda macrosperma|AE	rubiaceae	Guettarda	guettarda macrosperma	AE		False	False	Guettarda macrosperma	ICN	1.0	guettarda macrosperma	[]	False	False	Guettarda macrosperma	678464.0	species	ott3.5draft1	['Guettarda petenensis']	['ncbi:336040', 'gbif:2894766']	Guettarda macrosperma	both
Myrciaria floribunda|L	myrtaceae	Myrciaria	myrciaria floribunda	L		False	False	Myrciaria floribunda	ICN	1.0	myrciaria floribunda	[]	False	False	Myrciaria floribunda	326813.0	species	ott3.5draft1	['Calycorectes cubensis', 'Calyptranthes floribunda', 'Caryophyllus floribundus', 'Eugenia asa-grayi', 'Eugenia floribunda', 'Eugenia leucophloea warmingiana', 'Eugenia maximiliana', 'Eugenia oneillii', 'Eugenia polyneura', 'Eugenia protracta', 'Eugenia pycnoneura', 'Eugenia salzmannii', 'Marlierea brachymischa', 'Marlierea cubensis', 'Myrcia cubensis', 'Myrciaria amazonica', 'Myrciaria arborea', 'Myrciaria arborea rostrata', 'Myrciaria chartacea', 'Myrciaria ciliolata warmingiana', 'Myrciaria longipes', 'Myrciaria longipes opaca', 'Myrciaria longipes pellucida', 'Myrciaria maragnanensis', 'Myrciaria maranhensis', 'Myrciaria maximiliana', 'Myrciaria mexicana', 'Myrciaria oneillii', 'Myrciaria prasina', 'Myrciaria protracta', 'Myrciaria rubrinervis', 'Myrciaria salzmannii', 'Myrciaria schuechiana', 'Myrciaria schuechiana deflexa', 'Myrciaria schuechiana latifolia', 'Myrciaria sellowiana', 'Myrciaria splendens', 'Myrciaria tenuiramis', 'Myrciaria tolypantha', 'Myrciaria tolypantha angustifolia', 'Myrciaria tolypantha latifolia', 'Myrciaria uliginosa', 'Myrciaria verticillata', 'Myrtus floribunda', 'Myrtus micrantha', 'Myrtus verticillata', 'Plinia acutissima', 'Plinia asa-grayi', 'Plinia cubensis', 'Plinia formosa', 'Plinia rubrinervis', 'Siphoneugena cantareirae', 'Siphoneugena micrantha']	['ncbi:375265', 'gbif:3186420']	Myrciaria floribunda	both
Croton billbergianus|L	euphorbiaceae	Croton	croton billbergianus	L		False	False	Croton billbergianus	ICN	1.0	croton billbergianus	[]	False	False	Croton billbergianus	597289.0	species	ott3.5draft1	['Croton billbergianus pyramidalis', 'Croton grosseri', 'Croton pyramidalis', 'Oxydectes billbergiana']	['ncbi:425915', 'gbif:3059312', 'irmng:11190217']	Croton billbergianus	both
Bactris glandulosa|L	arecaceae	Bactris	bactris glandulosa	L		False	True	Bactris glandulosa	ICN	1.0	bactris glandulosa	[]	False	False	Bactris bifida	1089800.0	species	ott3.5draft1	['Bactris angustifolia', 'Bactris bifida humaitensis', 'Bactris bifida puruensis', 'Bactris glandulosa', 'Bactris oerstediana', 'Pyrenoglyphis bifida']	['ncbi:341981', 'gbif:2732941', 'gbif:2733340']	Bactris bifida	both
Pithecellobium johansenii|AE	fabaceae/mim.	Pithecellobium	pithecellobium johansenii	AE		False	False	Pithecellobium johansenii	ICN	1.0	pithecellobium johansenii	[]	False	False	Pithecellobium johansenii	3919605.0	species	ott3.5draft1	['Pithecellobium telense']	['gbif:2962817', 'irmng:10660000']	Pithecellobium johansenii	both
Zuelania guidonia|L	flacourtiaceae	Zuelania	zuelania guidonia	L		False	False	Zuelania guidonia	ICN	1.0	zuelania guidonia	[]	False	False	Zuelania guidonia	1029885.0	species	ott3.5draft1	['? laetioides', 'Casearia guidonia', 'Casearia icosandra', 'Casearia laetioides', 'Guidonia icosandra', 'Guidonia laetioides', 'Laetia crenata', 'Laetia guidonia', 'Laetia longifolia', 'Samyda icosandra', 'Thiodia laetioides', 'Thiodia serrata', 'Zuelania crenata', 'Zuelania icosandra', 'Zuelania laetioides', 'Zuelania longifolia', 'Zuelania roussoviae']	['ncbi:312408', 'gbif:3878610']	Zuelania guidonia	both
Psychotria microdon|WP	rubiaceae	Psychotria	psychotria microdon	WP		False	False	Psychotria microdon	ICN	1.0	psychotria microdon	[]	False	False	Psychotria microdon	1033196.0	species	ott3.5draft1	['Eumachia microdon', 'Mapouria microdon', 'Margaritopsis microdon', 'Psychotria cyrilli-nelsonii', 'Psychotria microdon meridionalis', 'Psychotria pinularis', 'Rondeletia microdon', 'Rondeletia microdonta', 'Rudgea alvarezii']	['ncbi:77888', 'gbif:9338550', 'irmng:11067834']	Psychotria microdon	both
Aristolochia leuconeura|WP	aristolochiaceae	Aristolochia	aristolochia leuconeura	WP		False	False	Aristolochia leuconeura	ICN	1.0	aristolochia leuconeura	[]	False	False	Aristolochia leuconeura	1000009.0	species	ott3.5draft1	['Aristolochia argyroneura', 'Aristolochia schippii', 'Aristolochia veraguensis', 'Howardia veraguensis']	['ncbi:387571', 'gbif:3589506']	Aristolochia leuconeura	both
Acrocomia aculeata|L	arecaceae	Acrocomia	acrocomia aculeata	L		False	False	Acrocomia aculeata	ICN	1.0	acrocomia aculeata	[]	False	False	Acrocomia aculeata	817259.0	species	ott3.5draft1	['Acrocomia antiguana', 'Acrocomia antioquiensis', 'Acrocomia belizensis', 'Acrocomia christopherensis', 'Acrocomia chunta', 'Acrocomia cubensis', 'Acrocomia erioacantha', 'Acrocomia fusiformis', 'Acrocomia glaucophylla', 'Acrocomia globosa', 'Acrocomia grenadana', 'Acrocomia guianensis', 'Acrocomia horrida', 'Acrocomia hospes', 'Acrocomia ierensis', 'Acrocomia karukerana', 'Acrocomia lasiospatha', 'Acrocomia media', 'Acrocomia mexicana', 'Acrocomia microcarpa', 'Acrocomia minor', 'Acrocomia mokayayba', 'Acrocomia odorata', 'Acrocomia panamensis', 'Acrocomia pilosa', 'Acrocomia quisqueyana', 'Acrocomia sclerocarpa', 'Acrocomia sclerocarpa wallaceana', 'Acrocomia sphaerocarpa', 'Acrocomia spinosa', 'Acrocomia subinermis', 'Acrocomia tenuifrons', 'Acrocomia ulei', 'Acrocomia viegasii', 'Acrocomia vinifera', 'Acrocomia wallaceana', 'Acrocomia zapotecis', 'Acromia media', 'Astrocaryum sclerocarpum', 'Bactris globosa', 'Bactris minor', 'Bactris pavoniana', 'Cocos aculeata', 'Cocos fusiformis', 'Palma mocaia', 'Palma spinosa']	['ncbi:169987', 'gbif:2739205', 'gbif:7413879', 'irmng:10200917', 'irmng:10207843', 'irmng:10214166', 'irmng:10455365']	Acrocomia aculeata	both
Gliricidia sepium|L	fabaceae/pap.	Gliricidia	gliricidia sepium	L		False	False	Gliricidia sepium	ICN	1.0	gliricidia sepium	[]	False	False	Gliricidia sepium	869024.0	species	ott3.5draft1	['Galedupa pungam', 'Gliricidia lambii', 'Gliricidia maculata', 'Gliricidia maculata multijuga', 'Lonchocarpus maculatus', 'Lonchocarpus rosea', 'Lonchocarpus sepium', 'Millettia luzonensis', 'Millettia slendidissima', 'Robinia maculata', 'Robinia rosea', 'Robinia sepium', 'Robinia variegata']	['ncbi:167663', 'gbif:2953986', 'irmng:10166489']	Gliricidia sepium	both
Avicennia bicolor|L	verbenaceae	Avicennia	avicennia bicolor	L		False	False	Avicennia bicolor	ICN	1.0	avicennia bicolor	[]	False	False	Avicennia bicolor	61451.0	species	ott3.5draft1	['Avicennia tonduzii']	['ncbi:139223', 'worms:235035', 'gbif:4196610', 'irmng:11677335']	Avicennia bicolor	both
Pelliciera rhizophorae|L	theaceae	Pelliciera	pelliciera rhizophorae	L		False	False	Pelliciera rhizophorae	ICN	1.0	pelliciera rhizophorae	[]	False	False	Pelliciera rhizophorae	91887.0	species	ott3.5draft1	['Pelliciera rhizophoreae', 'Pelliciera rhizophoreae benthamii']	['ncbi:112840', 'worms:235076', 'gbif:4376368', 'irmng:11837866']	Pelliciera rhizophorae	both
Talipariti tiliaceum|L	malvaceae	Talipariti	talipariti tiliaceum	L		False	False	Talipariti tiliaceum	ICN	1.0	talipariti tiliaceum	[]	False	False	Talipariti tiliaceum	120948.0	species	ott3.5draft1	['? tricuspe', 'Abelmoschus guineensis', 'Hibiscus abutiloides', 'Hibiscus boninensis', 'Hibiscus circinnatus', 'Hibiscus elatus', 'Hibiscus guineensis', 'Hibiscus tiliaceus', 'Hibiscus tiliaceus albiflorus', 'Hibiscus tiliaceus elatus', 'Hibiscus tiliaceus henryanus', 'Hibiscus tiliaceus immaculatus', 'Hibiscus tiliaceus purpurascens', 'Hibiscus tiliaceus sterilis', 'Hibiscus tiliaceus tiliaceus', 'Hibiscus tiliaceus tortuosus', 'Hibiscus tiliaceus typicus', 'Hibiscus tiliifolius', 'Hibiscus tortuosus', 'Parita tiliaceus', 'Pariti boninense', 'Pariti grande', 'Pariti tiliaceum', 'Pariti tiliaceum abortivum', 'Pariti tiliaceum albiflorum', 'Pariti tiliaceum foliis-tripartitis', 'Pariti tiliaceum immaculatum', 'Pariti tiliaceum trilobatum', 'Pariti tricuspe', 'Paritium abutiloides', 'Paritium circinnatum', 'Paritium guineense', 'Paritium purpurascens', 'Paritium tiliaceum', 'Paritium tiliifolium', 'Talipariti tiliaceaum', 'Talipariti tortuosum', 'Thespesia tiliaceum']	['ncbi:183267', 'worms:418728', 'gbif:7115794', 'irmng:10458642', 'irmng:10197580']	Talipariti tiliaceum	both
